DEPTH,DENSITY,DENPOR,GAMMA,NEUTRON,INDEX
m,g/m3,%,API,API,Rock types
1029.5,2.88,3.83,15.16,508.07,Basalt
1030,2.85,5.24,15.05,517.29,Basalt
1030.5,2.81,7.11,14.08,534.08,Basalt
1031,2.77,9.04,12.94,553.52,Basalt
1031.5,2.73,11.11,12.4,572.34,Basalt
1032,2.68,13.71,12.56,590.61,Basalt
1032.5,2.63,16.33,13.34,606.25,Basalt
1033,2.6,17.68,14.38,616,Basalt
1033.5,2.61,17.23,15.18,616.01,Basalt
1034,2.64,15.74,15.21,608.36,Basalt
1034.5,2.68,13.82,14.25,598.92,Basalt
1035,2.72,11.89,12.8,591,Basalt
1035.5,2.74,10.59,11.68,583.67,Basalt
1036,2.73,11.39,11.48,575.32,Basalt
1036.5,2.67,14,11.76,567.11,Basalt
1037,2.63,16.56,11.73,560.03,Basalt
1037.5,2.61,17.58,11.02,549.2,Basalt
1038,2.61,17.55,10.24,524.43,Basalt
1038.5,2.61,17.39,9.98,480.98,Basalt
1039,2.62,16.94,10.29,425.72,Basalt
1039.5,2.66,15.17,10.8,376.8,Basalt
1040,2.72,11.65,11.39,350.25,Basalt
1040.5,2.8,7.52,12.11,350.44,Basalt
1041,2.86,4.48,12.79,371.9,Basalt
1041.5,2.88,3.61,13.2,403.31,Basalt
1042,2.87,4.14,13.23,429.62,Basalt
1042.5,2.85,5.14,13.21,434.68,Basalt
1043,2.84,5.62,13.64,413.92,Basalt
1043.5,2.84,5.42,14.36,380.52,Basalt
1044,2.87,4.2,14.97,353.98,Basalt
1044.5,2.9,2.22,14.9,341.06,Basalt
1045,2.94,0.17,14.64,337.7,Basalt
1046.5,2.93,1.09,13.77,373.67,Basalt
1047,2.91,1.85,12.7,409.36,Basalt
1047.5,2.91,2.15,11.88,450.3,Basalt
1048,2.89,3.13,12.01,485.53,Basalt
1048.5,2.83,6.06,13.07,508.27,Basalt
1049,2.75,10.38,14.38,519.12,Basalt
1049.5,2.67,14.27,15.13,524.88,Basalt
1050,2.63,16.24,15.18,531.88,Basalt
1050.5,2.63,16.28,15.1,538.73,Basalt
1051,2.66,14.77,15.61,542.36,Basalt
1051.5,2.71,12.42,16.09,542.79,Basalt
1052,2.76,9.85,15.6,543.26,Basalt
1052.5,2.78,8.75,13.96,543.03,Basalt
1053,2.75,10.24,12.16,536.67,Basalt
1053.5,2.69,13.39,11.37,523.67,Basalt
1054,2.64,16.01,11.43,508.29,Basalt
1054.5,2.62,16.89,12.12,492.38,Basalt
1055,2.62,16.67,12.73,469.51,Basalt
1055.5,2.64,16.15,13.38,433.12,Basalt
1056,2.64,15.87,13.81,388.82,Basalt
1056.5,2.65,15.56,13.96,350.8,Basalt
1057,2.64,15.79,13.83,331.14,Basalt
1057.5,2.58,18.69,13.44,331.82,Basalt
1058,2.44,26.43,13.17,347.78,Basalt
1058.5,2.27,35.11,13.26,367.64,Basalt
1059,2.19,39.15,13.92,376.07,Basalt
1059.5,2.24,36.47,14.72,363.39,Claystone
1060,2.41,27.71,15.03,336.42,Claystone
1060.5,2.63,16.13,14.8,313.03,Basalt
1061,2.81,6.94,14.61,304.66,Basalt
1061.5,2.88,3.35,14.85,308.25,Basalt
1062,2.9,2.69,15.39,313.57,Basalt
1062.5,2.88,3.57,15.58,315.24,Basalt
1063,2.86,4.72,15.48,316.49,Basalt
1063.5,2.86,4.62,15.28,322.86,Basalt
1064,2.9,2.49,15.58,332.96,Basalt
1066.5,2.95,0.12,23.09,313.87,Basalt
1067,2.92,1.67,19.11,360.39,Basalt
1067.5,2.92,1.58,15.2,412.54,Basalt
1068,2.95,0.13,12.94,450.56,Basalt
1073,2.94,0.71,15.51,554.18,Basalt
1073.5,2.88,3.64,16.02,557.39,Basalt
1074,2.77,9.17,15.36,572.09,Basalt
1074.5,2.66,14.85,14.04,601.97,Basalt
1075,2.6,18.3,13,640.69,Basalt
1075.5,2.59,18.62,12.6,681.36,Basalt
1076,2.62,16.93,12.75,722.71,Basalt
1076.5,2.66,15.1,13.54,758.9,Basalt
1077,2.67,14.26,15.12,773.8,Basalt
1077.5,2.67,14.14,16.92,754.05,Basalt
1078,2.68,13.99,17.84,705.03,Basalt
1078.5,2.68,13.66,17.44,648.72,Basalt
1079,2.69,13.28,16.41,599.87,Basalt
1079.5,2.7,12.94,15.68,556.17,Basalt
1080,2.7,12.74,15.71,506.97,Basalt
1080.5,2.7,12.82,15.87,450.93,Basalt
1081,2.69,13.12,15.64,397.22,Basalt
1081.5,2.69,13.54,14.8,359.03,Basalt
1082,2.68,14.05,14.09,341.25,Basalt
1082.5,2.66,14.71,13.76,340.78,Basalt
1083,2.65,15.43,13.69,349.83,Basalt
1083.5,2.63,16.3,13.65,362.14,Basalt
1084,2.62,16.85,13.75,373.32,Basalt
1084.5,2.63,16.27,14.07,378.57,Basalt
1085,2.69,13.66,14.26,377.58,Basalt
1085.5,2.77,9.44,14.17,374.95,Basalt
1086,2.84,5.39,13.94,375.26,Basalt
1086.5,2.88,3.34,13.95,379.15,Basalt
1087,2.88,3.41,13.93,384.83,Basalt
1087.5,2.86,4.37,13.74,391.02,Basalt
1088,2.84,5.53,13.24,396.16,Basalt
1088.5,2.81,7.04,13.02,397.04,Basalt
1089,2.79,8.37,13.24,394.52,Basalt
1089.5,2.78,8.62,14.21,393.28,Basalt
1090,2.81,7.21,15.43,399.96,Basalt
1090.5,2.86,4.68,16.16,415.68,Basalt
1091,2.91,2.04,15.88,436.11,Basalt
1091.5,2.95,0.1,15.04,457.17,Basalt
1093,2.94,0.64,14.52,528.29,Basalt
1093.5,2.91,2.22,14.27,545.47,Basalt
1094,2.88,3.73,14.05,552.47,Basalt
1094.5,2.86,4.48,14.08,550.48,Basalt
1095,2.86,4.38,14.5,543.5,Basalt
1095.5,2.88,3.6,14.98,537.39,Basalt
1096,2.89,2.81,15.23,534.57,Basalt
1096.5,2.9,2.49,15.21,534.67,Basalt
1097,2.9,2.68,14.9,534.26,Basalt
1097.5,2.89,3.24,14.25,536.08,Basalt
1098,2.88,3.86,13.35,544.47,Basalt
1098.5,2.86,4.53,12.86,560.97,Basalt
1099,2.85,5.34,13.15,576.28,Basalt
1099.5,2.83,6.12,13.98,581.02,Basalt
1100,2.82,6.78,14.58,575.03,Basalt
1100.5,2.82,6.79,14.44,568.95,Basalt
1101,2.84,5.76,13.62,570.16,Basalt
1101.5,2.88,3.46,12.39,576.47,Basalt
1102,2.93,0.79,11.33,583.17,Basalt
1103.5,2.93,1.07,12.17,613.14,Basalt
1104,2.91,2.11,13.19,620.82,Basalt
1104.5,2.9,2.81,14.05,619.78,Basalt
1105,2.88,3.65,14.71,611.62,Basalt
1105.5,2.85,5.18,15.37,601.56,Basalt
1106,2.81,7.29,16.4,593.3,Basalt
1106.5,2.75,10.16,17.59,588.99,Basalt
1107,2.68,14,18.5,590.81,Basalt
1107.5,2.6,17.85,18.19,598.67,Basalt
1108,2.56,20.07,16.88,608.31,Basalt
1108.5,2.57,19.42,15.1,613.35,Basalt
1109,2.63,16.53,13.96,612.64,Basalt
1109.5,2.7,12.82,13.67,609.68,Basalt
1110,2.76,9.49,14.01,609.61,Basalt
1110.5,2.81,6.94,14.28,614.3,Basalt
1111,2.85,5.26,14.02,623.95,Basalt
1111.5,2.85,4.88,13.2,636.34,Basalt
1112,2.85,5.09,12.25,644.46,Basalt
1112.5,2.86,4.82,11.83,635.3,Basalt
1113,2.88,3.48,12.11,596.04,Basalt
1113.5,2.91,1.87,13.32,526.26,Basalt
1114,2.92,1.36,14.84,445.97,Basalt
1114.5,2.91,2.13,15.99,384.51,Basalt
1115,2.89,3.04,16,359.2,Basalt
1115.5,2.89,2.93,15.2,362.45,Basalt
1116,2.91,2.21,14.51,374.12,Basalt
1116.5,2.91,1.92,14.15,381.53,Basalt
1117,2.9,2.57,13.72,385.46,Basalt
1117.5,2.88,3.63,12.97,392.51,Basalt
1118,2.87,4.03,12.24,404.05,Basalt
1118.5,2.87,4.01,12.25,417.85,Basalt
1119,2.87,4.36,12.86,432.02,Basalt
1119.5,2.82,6.51,13.33,445.75,Basalt
1120,2.73,11.36,13.33,459.63,Basalt
1120.5,2.6,17.78,12.74,473.86,Basalt
1121,2.5,23.09,12.24,491.58,Basalt
1121.5,2.46,25.2,11.72,514.53,Basalt
1122,2.48,24.17,11.37,541.36,Basalt
1122.5,2.53,21.68,11.4,568.66,Basalt
1123,2.56,19.89,11.88,592.44,Basalt
1123.5,2.58,19.14,12.73,610.37,Basalt
1124,2.59,18.27,13.26,620.19,Basalt
1124.5,2.62,16.62,13.47,622.04,Basalt
1125,2.66,15.01,13.47,616.95,Claystone
1125.5,2.68,13.62,13.89,604.12,Claystone
1126,2.72,11.9,15.23,579.59,Claystone
1126.5,2.76,9.44,18.47,537.38,Claystone
1127,2.81,6.96,24.37,478.49,Claystone
1127.5,2.85,5.15,32.02,414.64,Claystone
1128,2.87,3.75,37.86,364.2,Claystone
1128.5,2.9,2.15,38.41,336.18,Claystone
1129,2.94,0.58,33.21,323.2,Claystone
1129.5,2.95,0.01,25.67,313.95,Basalt
1130,2.93,0.93,19.46,307.8,Basalt
1130.5,2.91,2.33,16.18,311.94,Basalt
1131,2.89,3.01,15.26,328.89,Basalt
1131.5,2.89,2.93,15.45,352.71,Basalt
1132,2.9,2.77,15.8,378.02,Basalt
1132.5,2.89,2.96,16.04,400.42,Basalt
1133,2.89,2.85,16.27,416.72,Basalt
1133.5,2.91,2.08,16.63,426.36,Basalt
1134,2.93,1.02,16.56,435.28,Basalt
1134.5,2.93,0.89,15.67,452.48,Basalt
1135,2.91,1.97,14.58,479.63,Basalt
1135.5,2.87,4.06,14.31,508.75,Basalt
1136,2.83,6.16,15.07,527,Basalt
1136.5,2.8,7.6,15.97,525.43,Basalt
1137,2.8,7.61,16.35,504.72,Basalt
1137.5,2.83,6.24,16.34,471.36,Basalt
1138,2.87,4.13,16.11,433.93,Basalt
1138.5,2.91,2.38,15.64,399.62,Basalt
1139,2.92,1.7,14.57,374.12,Basalt
1139.5,2.91,2.22,13.3,360.4,Basalt
1140,2.88,3.52,12.39,358.28,Basalt
1140.5,2.85,5.04,12.7,365.24,Basalt
1141,2.83,6.31,13.97,378.11,Basalt
1141.5,2.81,7.45,15.44,393.04,Basalt
1142,2.78,8.91,16.08,406.57,Basalt
1142.5,2.74,10.66,15.76,417.41,Basalt
1143,2.71,12.06,15.09,426.98,Basalt
1143.5,2.72,11.82,14.61,437.24,Basalt
1144,2.77,9.3,14.49,448.21,Basalt
1144.5,2.86,4.75,14.7,457.48,Basalt
1146.5,2.85,5.27,14.87,488.61,Basalt
1147,2.74,10.84,14.58,474.99,Basalt
1147.5,2.65,15.09,14.81,446.05,Basalt
1148,2.61,17.58,15.22,413.42,Basalt
1148.5,2.59,18.59,15.05,389.25,Basalt
1149,2.58,18.88,14.49,377.88,Basalt
1149.5,2.57,19.37,13.95,378.31,Basalt
1150,2.56,19.86,13.91,391.79,Basalt
1150.5,2.57,19.56,14.49,425.27,Basalt
1151,2.6,17.69,15.53,484.07,Basalt
1151.5,2.66,14.84,16.69,559.71,Basalt
1152,2.7,12.81,17.31,626.59,Basalt
1152.5,2.7,12.65,17.26,651.14,Basalt
1153,2.68,13.83,16.83,616.76,Basalt
1153.5,2.66,14.66,16.49,535.75,Basalt
1154,2.65,15.08,16.2,444.94,Basalt
1154.5,2.64,15.77,15.78,380.38,Basalt
1155,2.61,17.4,15.2,353.69,Basalt
1155.5,2.57,19.25,14.8,352.2,Basalt
1156,2.57,19.65,14.82,353.89,Basalt
1156.5,2.61,17.18,15.26,349.26,Basalt
1157,2.71,12.31,15.82,343.77,Basalt
1157.5,2.81,7.01,16.12,346.51,Basalt
1158,2.89,3.07,16.12,359.33,Basalt
1161,2.92,1.44,16.42,366.69,Basalt
1161.5,2.89,3.2,17.21,375.11,Basalt
1162,2.88,3.69,17.74,384.46,Basalt
1162.5,2.87,4.1,17.95,396.39,Basalt
1163,2.85,5.29,17.93,420.3,Basalt
1163.5,2.81,7.1,17.63,456.83,Basalt
1164,2.78,8.5,17,492.52,Basalt
1164.5,2.77,9.11,16.14,514.21,Basalt
1165,2.78,8.91,15.22,520.52,Basalt
1165.5,2.79,8.17,14.53,520.79,Basalt
1166,2.8,7.74,14.49,524.29,Basalt
1166.5,2.78,8.67,15.13,534.15,Basalt
1167,2.74,10.84,15.94,546.23,Basalt
1167.5,2.71,12.58,16.39,552.74,Basalt
1168,2.69,13.09,16.06,548.13,Basalt
1168.5,2.69,13.24,15.25,531.21,Basalt
1169,2.66,14.6,14.56,503.38,Basalt
1169.5,2.61,17.32,14.26,468.23,Basalt
1170,2.54,20.78,14.64,433.29,Basalt
1170.5,2.48,24.14,15.33,407.31,Basalt
1171,2.44,26.25,16.38,396.54,Basalt
1171.5,2.44,26.03,16.97,402.92,Basalt
1172,2.5,23.19,16.85,422.96,Basalt
1172.5,2.58,18.96,16.17,445.18,Basalt
1173,2.63,16.05,15.91,457.32,Basalt
1173.5,2.62,16.86,16.15,454.73,Basalt
1174,2.56,20.12,16.43,444.28,Basalt
1174.5,2.51,22.87,16.06,432.73,Basalt
1175,2.49,23.77,15.58,420.48,Basalt
1175.5,2.49,23.64,15.4,402.99,Basalt
1176,2.5,23.36,15.57,378.56,Basalt
1176.5,2.5,23.05,15.54,351.75,Basalt
1177,2.51,22.79,15.48,330.71,Basalt
1177.5,2.5,23.31,15.53,321.53,Basalt
1178,2.46,25.13,15.63,324.79,Basalt
1178.5,2.43,26.94,15.24,338.37,Basalt
1179,2.43,26.91,14.53,356.98,Basalt
1179.5,2.47,24.6,14.15,371.77,Basalt
1180,2.54,20.9,14.48,374.71,Basalt
1180.5,2.62,17,15.02,368.06,Basalt
1181,2.69,13.43,14.96,364.4,Basalt
1181.5,2.76,10.02,14.38,371.02,Basalt
1182,2.82,6.76,14.05,381.71,Basalt
1182.5,2.88,3.66,14.59,384.15,Basalt
1183,2.92,1.4,15.82,374.77,Basalt
1183.5,2.93,0.85,17.36,361.13,Basalt
1184,2.91,1.8,19.29,349.57,Basalt
1184.5,2.9,2.74,21.64,339.47,Basalt
1185,2.9,2.57,24.01,326.41,Basalt
1185.5,2.91,1.99,25.05,313.09,Basalt
1186,2.92,1.77,23.92,305.52,Claystone
1186.5,2.91,2.23,21.05,307.31,Claystone
1187,2.89,3.18,17.83,316.94,Claystone
1187.5,2.86,4.45,15.53,333.04,Basalt
1188,2.84,5.52,14.32,355.23,Basalt
1188.5,2.84,5.56,14.06,380.56,Basalt
1189,2.86,4.42,14.16,404.13,Basalt
1189.5,2.89,3.26,14.28,421.54,Basalt
1190,2.88,3.54,14.24,431.21,Basalt
1190.5,2.85,5.13,13.83,434.69,Basalt
1191,2.83,6.35,13.13,437.33,Basalt
1191.5,2.84,5.71,12.22,445.02,Basalt
1192,2.88,3.44,11.44,459.62,Basalt
1192.5,2.94,0.78,10.64,477.77,Basalt
1194,2.93,0.76,8.97,510.54,Basalt
1194.5,2.89,3.07,9.17,512.78,Basalt
1195,2.84,5.64,9.57,513.85,Basalt
1195.5,2.79,8.19,10.29,513.52,Basalt
1196,2.75,10.05,11.13,510.14,Basalt
1196.5,2.74,10.86,11.65,503.76,Basalt
1197,2.76,9.94,11.63,498.17,Basalt
1197.5,2.81,7.32,11.39,498.29,Basalt
1198,2.87,4.14,11.42,505.11,Basalt
1198.5,2.91,2.25,11.53,514.17,Basalt
1199,2.89,2.76,11.55,518.82,Basalt
1199.5,2.87,4.11,11.34,515.27,Basalt
1200,2.85,4.9,11.33,508.69,Basalt
1200.5,2.85,5.1,11.57,505.77,Basalt
1201,2.84,5.75,11.74,510.37,Basalt
1201.5,2.82,6.77,11.45,516.41,Basalt
1202,2.81,7.07,10.55,516.89,Basalt
1202.5,2.83,6.02,9.43,511.15,Basalt
1203,2.87,4.07,8.85,504.86,Basalt
1203.5,2.9,2.5,9.25,502.98,Basalt
1204,2.91,1.75,10.34,503.81,Basalt
1204.5,2.92,1.26,11.31,503.91,Basalt
1205,2.94,0.43,11.78,503.46,Basalt
1209.5,2.95,0.15,13.12,504.15,Basalt
1210,2.94,0.66,13.28,514.86,Basalt
1210.5,2.93,1.26,12.82,524.53,Basalt
1211,2.92,1.39,11.87,532.02,Basalt
1211.5,2.94,0.33,11.27,537.26,Basalt
1216,2.94,0.77,9.51,582.92,Basalt
1216.5,2.94,0.73,9.29,568.44,Basalt
1226.5,2.9,2.32,13.41,611.09,Basalt
1227,2.84,5.58,13.53,614.98,Basalt
1227.5,2.78,8.49,13.22,613.05,Basalt
1228,2.73,11,12.34,607.71,Basalt
1228.5,2.71,12.19,11.05,603.37,Basalt
1229,2.72,11.72,10.09,599.91,Basalt
1229.5,2.75,10.24,9.71,597.5,Basalt
1230,2.78,8.78,9.77,597.91,Basalt
1230.5,2.81,7.27,9.88,600.58,Basalt
1231,2.86,4.76,10.06,600.27,Basalt
1231.5,2.93,1.3,10.56,590.81,Basalt
1235,2.89,2.98,12.97,375.79,Basalt
1235.5,2.7,12.67,12.99,380.83,Basalt
1236,2.46,25.29,12.23,393.72,Basalt
1236.5,2.22,37.34,11.26,410.17,Basalt
1237,2.04,46.43,10.55,431.72,Basalt
1237.5,1.95,51.33,10.3,464.91,Basalt
1238,1.94,51.57,10.35,513.88,Basalt
1238.5,2.03,47.09,10.24,575.61,Basalt
1239,2.2,38.28,10.15,641.75,Basalt
1239.5,2.42,26.91,10.16,698.53,Basalt
1240,2.62,16.71,10.53,730.98,Basalt
1240.5,2.73,11.4,10.93,726.96,Basalt
1241,2.74,10.64,11.2,685.88,Basalt
1241.5,2.73,11.56,11.71,614.71,Basalt
1244.5,2.85,5.17,26.33,213.78,Basalt
1245,2.87,4.09,22.64,234.54,Basalt
1245.5,2.89,2.97,18.65,275.38,Basalt
1246,2.92,1.36,14.64,324.37,Basalt
1247,2.94,0.46,8.69,394.37,Basalt
1247.5,2.86,4.89,7.73,408.85,Basalt
1248,2.73,11.15,7.88,420.25,Basalt
1248.5,2.65,15.48,8.39,435.84,Basalt
1249,2.65,15.62,9.11,454.94,Basalt
1249.5,2.71,12.18,9.69,471.26,Basalt
1250,2.8,7.58,10.01,480.24,Basalt
1250.5,2.87,4.21,9.76,484.44,Basalt
1251,2.9,2.43,9.37,491.44,Basalt
1251.5,2.92,1.31,9.38,505.4,Basalt
1252,2.93,0.71,10.1,524.23,Basalt
1252.5,2.93,1.1,10.9,541.49,Basalt
1253,2.92,1.63,11.11,553.22,Basalt
1253.5,2.92,1.71,10.61,555.35,Basalt
1254,2.92,1.3,10,543.08,Basalt
1254.5,2.94,0.53,9.72,516.99,Basalt
1256.5,2.9,2.27,9.76,511.86,Basalt
1257,2.86,4.48,11,534.9,Basalt
1257.5,2.84,5.43,12.01,551.45,Basalt
1258,2.85,5.23,11.89,561.61,Basalt
1258.5,2.86,4.48,10.73,567.16,Basalt
1259,2.89,3.04,9.38,567.36,Basalt
1259.5,2.93,0.8,8.63,562.05,Basalt
1261.5,2.94,0.8,9.46,559.32,Basalt
1262,2.92,1.53,9.12,566.4,Basalt
1268.5,2.94,0.4,11.42,643.99,Basalt
1269,2.81,6.94,11.24,650.13,Basalt
1269.5,2.73,11.35,10.83,647.72,Basalt
1270,2.7,12.88,10.56,638.72,Basalt
1270.5,2.71,12.18,10.44,630.06,Basalt
1271,2.74,10.75,10.45,625.28,Basalt
1271.5,2.75,9.93,10.56,624.89,Basalt
1272,2.74,10.46,10.89,626.44,Basalt
1272.5,2.71,12.11,11.14,629.62,Basalt
1273,2.67,14.69,10.96,633.34,Basalt
1273.5,2.6,18.04,10.39,634.31,Basalt
1274,2.52,22.07,9.92,626.07,Basalt
1274.5,2.45,25.6,10.05,600.07,Basalt
1275,2.42,26.88,10.55,550.1,Basalt
1275.5,2.46,24.86,10.88,482.48,Basalt
1276,2.56,19.99,10.66,416.25,Basalt
1276.5,2.67,14.54,10.16,371.4,Basalt
1277,2.73,11.23,9.68,352,Basalt
1277.5,2.73,11.27,9.25,347.05,Basalt
1278,2.69,13.43,8.9,344.41,Basalt
1278.5,2.63,16.18,8.44,339.54,Basalt
1279,2.59,18.36,7.85,334.03,Basalt
1279.5,2.58,18.85,7.42,329.93,Basalt
1280,2.6,17.79,7.67,326.11,Basalt
1280.5,2.63,16.22,8.69,320.18,Basalt
1281,2.64,15.86,9.77,311.82,Basalt
1281.5,2.62,17.09,10.28,309.77,Basalt
1282,2.58,19.04,9.75,326.9,Basalt
1282.5,2.55,20.5,8.7,371.8,Basalt
1283,2.54,21.08,7.87,435.01,Basalt
1283.5,2.54,21,7.92,491.18,Basalt
1284,2.54,20.82,8.79,514,Basalt
1284.5,2.55,20.6,9.69,495.95,Basalt
1285,2.56,20.31,10.28,452.71,Basalt
1285.5,2.57,19.67,10.59,408.13,Basalt
1286,2.58,19.14,11,377.6,Basalt
1286.5,2.57,19.5,11.38,365.14,Basalt
1287,2.53,21.46,11.39,366.29,Basalt
1287.5,2.46,24.92,11.09,373.37,Basalt
1288,2.38,28.94,10.84,373.78,Basalt
1288.5,2.31,32.9,10.83,358.45,Basalt
1289,2.22,37.11,10.92,330.44,Basalt
1289.5,2.13,41.7,10.68,304.82,Basalt
1290,2.06,45.71,10.13,295.13,Basalt
1290.5,2,48.41,9.56,301.29,Basalt
1291,1.97,50.17,9.48,314.35,Basalt
1291.5,1.93,52.29,9.79,326.78,Basalt
1292,1.88,54.75,10,335.52,Basalt
1292.5,1.86,56.03,9.76,343.16,Basalt
1293,1.89,54.26,9.11,350.86,Basalt
1293.5,1.99,49.32,8.73,355.42,Basalt
1294,2.12,42.81,9.04,348.71,Basalt
1294.5,2.23,36.9,10.62,329.05,Basalt
1295,2.31,32.84,13.83,306.62,Basalt
1295.5,2.35,30.72,19.69,290.07,Basalt
1296,2.35,30.69,28.08,279.44,Siltstone
1296.5,2.32,32.4,36.71,269.48,Siltstone
1297,2.28,34.36,42.71,259.16,Siltstone
1297.5,2.27,34.8,44.42,250.27,Siltstone
1298,2.31,32.66,43.18,241.51,Siltstone
1298.5,2.39,28.61,40.32,231.63,Siltstone
1299,2.48,24.18,37.74,223.05,Siltstone
1299.5,2.54,20.79,35.9,221.6,Basalt
1300,2.6,17.82,34.95,232.45,Basalt
1300.5,2.67,14.29,33.3,254.62,Basalt
1301,2.72,11.77,30.38,282.24,Basalt
1301.5,2.69,13.44,26.33,307.73,Basalt
1302,2.56,19.79,22.76,324.37,Basalt
1302.5,2.44,26.12,20.78,327.99,Basalt
1303,2.38,28.87,20.79,319.85,Basalt
1303.5,2.41,27.48,21.94,308.45,Basalt
1304,2.49,23.44,22.48,305.44,Basalt
1304.5,2.58,19.23,21.8,315.07,Basalt
1305,2.62,17.02,19.86,334.61,Basalt
1305.5,2.63,16.54,17.63,359.22,Basalt
1306,2.64,15.81,15.49,388.58,Basalt
1306.5,2.69,13.4,14.03,424.37,Basalt
1307,2.77,9.39,13.58,461.34,Basalt
1307.5,2.85,4.94,14.15,485.19,Basalt
1308,2.92,1.55,15.91,478.23,Basalt
1310,2.93,0.76,21.03,323.8,Siltstone
1310.5,2.9,2.75,15.81,342.95,Siltstone
1311,2.86,4.76,10.72,372.66,Siltstone
1311.5,2.83,6.38,7.78,396.84,Basalt
1312,2.8,7.78,6.83,414.51,Basalt
1312.5,2.77,9.43,7.15,430.41,Basalt
1313,2.74,10.66,7.93,449.64,Basalt
1313.5,2.74,10.93,8.75,473.71,Basalt
1314,2.75,10.23,9.04,502.75,Basalt
1314.5,2.77,9.34,8.92,531.41,Basalt
1315,2.79,8.42,8.61,551.42,Basalt
1315.5,2.81,7.42,8.4,560.81,Basalt
1316,2.83,6.4,8.27,564.34,Basalt
1316.5,2.84,5.73,8.13,566.22,Basalt
1317,2.85,5.21,7.87,560.61,Basalt
1317.5,2.86,4.62,7.74,538.08,Basalt
1318,2.88,3.92,7.93,495.14,Basalt
1318.5,2.89,3.26,8.24,442.23,Basalt
1319,2.9,2.44,8.21,395.66,Basalt
1319.5,2.93,0.86,7.78,368.47,Basalt
1322,2.85,4.76,8.14,465,Basalt
1322.5,2.76,9.88,8.74,488.96,Basalt
1323,2.7,13,9.54,508.42,Basalt
1323.5,2.68,13.75,10.04,522.2,Basalt
1324,2.7,12.95,10.28,527.79,Basalt
1324.5,2.73,11.39,10.63,525.82,Basalt
1325,2.77,9.46,10.84,521.67,Basalt
1325.5,2.8,7.57,10.23,519.78,Basalt
1326,2.8,7.52,8.78,523.76,Basalt
1326.5,2.75,10.45,7.51,532.62,Basalt
1327,2.64,15.7,7.12,543.93,Basalt
1327.5,2.54,20.95,7.69,549.32,Basalt
1328,2.47,24.62,8.59,537.33,Basalt
1328.5,2.44,26.02,9.52,500.23,Claystone
1329,2.45,25.47,10.08,444.41,Claystone
1329.5,2.47,24.85,10.22,391.01,Basalt
1330,2.44,26.37,10.17,361.47,Basalt
1330.5,2.38,29.27,10.15,362.34,Basalt
1331,2.37,29.92,9.99,386.5,Basalt
1331.5,2.44,25.99,9.08,420.72,Basalt
1332,2.6,17.96,7.62,450.65,Basalt
1332.5,2.77,9.12,6.5,460.72,Basalt
1333,2.87,3.96,6.62,443.35,Basalt
1333.5,2.87,4.31,7.73,405.39,Basalt
1334,2.81,7.12,8.83,361.97,Basalt
1334.5,2.75,10.58,9.26,325.6,Basalt
1335,2.66,14.72,9.22,302.58,Basalt
1335.5,2.58,18.99,9.44,295.04,Basalt
1336,2.52,21.84,10.4,298.11,Basalt
1336.5,2.52,21.97,12.06,302.18,Basalt
1337,2.57,19.49,13.53,303.21,Basalt
1337.5,2.64,16.03,13.62,311.58,Claystone
1338,2.68,13.91,11.78,342.32,Basalt
1338.5,2.68,14.05,8.81,394.85,Basalt
1339,2.65,15.54,6.53,447.3,Basalt
1339.5,2.63,16.57,5.85,472.8,Basalt
1340,2.64,16.13,6.43,464.41,Basalt
1340.5,2.67,14.38,7.37,436.37,Basalt
1341,2.71,12.33,8.15,407.05,Basalt
1341.5,2.74,10.87,8.78,381.88,Basalt
1342,2.76,9.79,9.14,359.52,Claystone
1342.5,2.77,9.09,9.25,343.85,Basalt
1343,2.78,8.85,9.21,343.88,Basalt
1343.5,2.78,9,9.12,359.85,Basalt
1344,2.77,9.07,8.97,380.68,Basalt
1344.5,2.77,9.06,8.68,392.9,Basalt
1345,2.77,9.43,8.35,392.97,Basalt
1345.5,2.76,9.98,8.02,387.89,Basalt
1346,2.74,10.63,7.89,386.64,Basalt
1346.5,2.72,11.65,7.93,393.03,Basalt
1347,2.69,13.52,8.08,403.06,Basalt
1347.5,2.63,16.26,8.03,411.66,Basalt
1348,2.59,18.82,7.93,416,Basalt
1348.5,2.55,20.42,8.11,415.37,Basalt
1349,2.55,20.42,8.77,410.87,Basalt
1349.5,2.58,18.93,9.66,406.1,Basalt
1350,2.63,16.43,10.01,405.38,Basalt
1350.5,2.69,13.19,9.56,408.06,Basalt
1351,2.77,9.54,8.6,410.64,Basalt
1351.5,2.84,5.74,8.09,413.24,Basalt
1352,2.91,2.16,8.36,419.79,Basalt
1356,2.89,2.86,9.28,390.84,Basalt
1356.5,2.8,7.87,8.99,406.72,Basalt
1357,2.72,11.97,8.65,424.3,Basalt
1357.5,2.67,14.25,8.64,450.14,Basalt
1358,2.66,14.59,9.03,490.14,Basalt
1358.5,2.69,13.1,9.27,539.91,Basalt
1359,2.73,11.02,8.89,590.25,Basalt
1359.5,2.77,9.37,7.92,633.89,Basalt
1360,2.79,8.41,7.17,667.53,Basalt
1360.5,2.82,7.02,7.13,687,Basalt
1361,2.85,5.17,7.82,685.98,Basalt
1361.5,2.88,3.67,8.54,662.09,Basalt
1362,2.88,3.31,8.83,615.59,Basalt
1362.5,2.88,3.52,9.06,550.32,Basalt
